"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77346,37076,dollars,34544,39608,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77346,35198,dollars,33474,36922,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77346,34639,dollars,33204,36074,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77346,35004,dollars,33185,36823,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77346,34652,dollars,33046,36258,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,28638,dollars,27473,29803,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,28105,dollars,26691,29519,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,27522,dollars,26327,28717,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,26637,dollars,25398,27876,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,27088,dollars,25973,28203,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,27042,dollars,25659,28425,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,25921,dollars,24842,27000,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,25281,dollars,24157,26405,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77373,25104,dollars,24005,26203,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,35927,dollars,33796,38058,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,33239,dollars,31187,35291,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,30387,dollars,28520,32254,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,28876,dollars,27241,30511,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,27388,dollars,25785,28991,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,26273,dollars,24559,27987,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,26527,dollars,24786,28268,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,26174,dollars,24601,27747,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77375,25886,dollars,23922,27850,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,39142,dollars,36481,41803,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,39337,dollars,37005,41669,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,37624,dollars,34934,40314,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,37273,dollars,34460,40086,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,36265,dollars,33745,38785,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,35290,dollars,32412,38168,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,34212,dollars,31608,36816,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,35596,dollars,33146,38046,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77377,36551,dollars,34064,39038,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,46166,dollars,44074,48258,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,46294,dollars,44154,48434,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,44516,dollars,42567,46465,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,44193,dollars,42165,46221,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,43194,dollars,41438,44950,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,43433,dollars,41292,45574,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,42442,dollars,40601,44283,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,43988,dollars,41997,45979,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77379,43494,dollars,41597,45391,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,38741,dollars,36929,40553,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,38210,dollars,36017,40403,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,37415,dollars,35487,39343,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,35664,dollars,34149,37179,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,34610,dollars,32956,36264,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,33701,dollars,32236,35166,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,33848,dollars,32388,35308,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,32629,dollars,31316,33942,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77388,33229,dollars,31941,34517,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,50001,dollars,47133,52869,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,49449,dollars,46510,52388,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,48226,dollars,45395,51057,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,47496,dollars,43812,51180,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,43897,dollars,40864,46930,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,42413,dollars,39421,45405,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,39950,dollars,37257,42643,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,37639,dollars,34605,40673,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77389,35253,dollars,32959,37547,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,30444,dollars,28605,32283,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,29164,dollars,26912,31416,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,27270,dollars,25252,29288,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,26696,dollars,24926,28466,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,25732,dollars,24015,27449,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,25112,dollars,23703,26521,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,24505,dollars,23082,25928,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,23973,dollars,22803,25143,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77396,22785,dollars,21563,24007,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,99622,dollars,93577,105667,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,97898,dollars,91567,104229,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,93024,dollars,87344,98704,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,85712,dollars,80174,91250,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,83193,dollars,76862,89524,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,77542,dollars,73164,81920,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,76324,dollars,71103,81545,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,75917,dollars,70791,81043,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77401,78238,dollars,71762,84714,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,42734,dollars,41230,44238,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,44021,dollars,41706,46336,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,41786,dollars,39365,44207,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,41503,dollars,39459,43547,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,41147,dollars,39090,43204,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,40237,dollars,38101,42373,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,38998,dollars,37333,40663,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,40164,dollars,38651,41677,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77429,39208,dollars,37778,40638,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,40657,dollars,38840,42474,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,39418,dollars,37982,40854,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,38826,dollars,37121,40531,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,37304,dollars,35671,38937,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,34861,dollars,33246,36476,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,33692,dollars,32100,35284,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,31913,dollars,30254,33572,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,31800,dollars,30116,33484,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77433,32023,dollars,30380,33666,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,31319,dollars,28319,34319,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,30305,dollars,27296,33314,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,29028,dollars,25097,32959,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,28037,dollars,25450,30624,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,23924,dollars,21979,25869,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,24028,dollars,21632,26424,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,24336,dollars,21742,26930,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,24690,dollars,22718,26662,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77447,23518,dollars,21505,25531,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,26695,dollars,25593,27797,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,25843,dollars,24824,26862,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,24693,dollars,23684,25702,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,24167,dollars,23112,25222,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,23271,dollars,22356,24186,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,22716,dollars,21859,23573,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,22477,dollars,21707,23247,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,22431,dollars,21678,23184,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77449,22106,dollars,21513,22699,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,45263,dollars,43022,47504,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,44026,dollars,42572,45480,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,43426,dollars,41945,44907,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,42223,dollars,40833,43613,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,41144,dollars,39809,42479,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,40962,dollars,39396,42528,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,40815,dollars,39440,42190,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,40401,dollars,38848,41954,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77450,40611,dollars,39283,41939,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,33308,dollars,31851,34765,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,31805,dollars,30032,33578,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,31064,dollars,29387,32741,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,32108,dollars,29767,34449,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,30458,dollars,28023,32893,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,29949,dollars,27589,32309,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,28932,dollars,26514,31350,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,27929,dollars,25756,30102,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77493,25515,dollars,23865,27165,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,18753,dollars,17737,19769,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,18896,dollars,17642,20150,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,17450,dollars,16334,18566,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,17764,dollars,16507,19021,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,17369,dollars,16103,18635,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,17145,dollars,16154,18136,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,16069,dollars,15309,16829,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,16358,dollars,15691,17025,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77502,16552,dollars,15664,17440,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,19438,dollars,18263,20613,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,18912,dollars,17726,20098,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17481,dollars,16631,18331,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17068,dollars,16002,18134,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17207,dollars,16113,18301,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17928,dollars,16797,19059,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17186,dollars,16107,18265,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17255,dollars,16276,18234,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77503,17297,dollars,16161,18433,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,24603,dollars,22611,26595,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,23460,dollars,21792,25128,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,23353,dollars,21553,25153,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,22701,dollars,20832,24570,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,21421,dollars,19886,22956,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,20274,dollars,18618,21930,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,19707,dollars,18151,21263,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,20051,dollars,18934,21168,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77504,20304,dollars,18917,21691,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,34035,dollars,31942,36128,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,34112,dollars,32106,36118,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,34398,dollars,32289,36507,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,32992,dollars,30947,35037,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,30967,dollars,29291,32643,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,31298,dollars,29590,33006,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,30956,dollars,29094,32818,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,30495,dollars,28598,32392,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77505,29830,dollars,28195,31465,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,15762,dollars,14860,16664,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,15059,dollars,14314,15804,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,14387,dollars,13546,15228,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,13693,dollars,12955,14431,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,13108,dollars,12472,13744,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,12473,dollars,11757,13189,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,12391,dollars,11744,13038,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77506,12507,dollars,11866,13148,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
